,,,,,,precision,precision,random_expectation,random_expectation,lift,lift,n_candidates,n_candidates,n_relevant,n_relevant
,,,,,,mean,std,mean,std,mean,std,mean,std,mean,std
topology,camouflage,model,explainer,detected,k_mode,,,,,,,,,,
star,2.0,gcn,gnnexplainer,1,k1,0.224,0.4186,0.1093,0.0449,2.6375,6.0508,87.112,61.0974,7.28,0.8289
star,2.0,gcn,gnnexplainer,1,k10,0.1768,0.1001,0.1093,0.0449,2.0803,2.069,87.112,61.0974,7.28,0.8289
star,2.0,gcn,gnnexplainer,1,k20,0.146,0.0634,0.1093,0.0449,1.6806,1.432,87.112,61.0974,7.28,0.8289
star,2.0,gcn,gnnexplainer,1,k3,0.184,0.2298,0.1093,0.0449,2.0076,3.0485,87.112,61.0974,7.28,0.8289
star,2.0,gcn,gnnexplainer,1,k5,0.1744,0.1684,0.1093,0.0449,2.0721,3.206,87.112,61.0974,7.28,0.8289
star,2.0,gcn,gnnexplainer,1,oracle,0.1738,0.1284,0.1093,0.0449,2.0477,2.4301,87.112,61.0974,7.28,0.8289
star,2.0,gcn,grad,0,k1,0.1719,0.3803,0.0953,0.0501,3.4832,9.1959,124.2969,104.4401,7.5156,1.1126
star,2.0,gcn,grad,0,k10,0.1344,0.0801,0.0953,0.0501,2.4603,3.0061,124.2969,104.4401,7.5156,1.1126
star,2.0,gcn,grad,0,k20,0.1516,0.0597,0.0953,0.0501,2.4526,2.3728,124.2969,104.4401,7.5156,1.1126
star,2.0,gcn,grad,0,k3,0.2135,0.1718,0.0953,0.0501,3.4297,4.3233,124.2969,104.4401,7.5156,1.1126
star,2.0,gcn,grad,0,k5,0.175,0.1039,0.0953,0.0501,3.0241,3.5856,124.2969,104.4401,7.5156,1.1126
star,2.0,gcn,grad,0,oracle,0.1317,0.0814,0.0953,0.0501,2.4151,3.0505,124.2969,104.4401,7.5156,1.1126
star,2.0,gcn,grad,1,k1,0.136,0.3442,0.1093,0.0449,1.919,5.8024,87.112,61.0974,7.28,0.8289
star,2.0,gcn,grad,1,k10,0.1296,0.0833,0.1093,0.0449,1.8085,2.3823,87.112,61.0974,7.28,0.8289
star,2.0,gcn,grad,1,k20,0.1396,0.0547,0.1093,0.0449,1.6624,1.4327,87.112,61.0974,7.28,0.8289
star,2.0,gcn,grad,1,k3,0.1467,0.2004,0.1093,0.0449,2.2342,4.6159,87.112,61.0974,7.28,0.8289
star,2.0,gcn,grad,1,k5,0.1296,0.135,0.1093,0.0449,2.0253,3.4727,87.112,61.0974,7.28,0.8289
star,2.0,gcn,grad,1,oracle,0.1188,0.0972,0.1093,0.0449,1.7355,2.6404,87.112,61.0974,7.28,0.8289
star,2.0,gcn,ig,0,k1,0.25,0.4364,0.0953,0.0501,4.4848,9.5515,124.2969,104.4401,7.5156,1.1126
star,2.0,gcn,ig,0,k10,0.1953,0.1362,0.0953,0.0501,4.2595,5.5529,124.2969,104.4401,7.5156,1.1126
star,2.0,gcn,ig,0,k20,0.1828,0.0874,0.0953,0.0501,3.4043,3.779,124.2969,104.4401,7.5156,1.1126
star,2.0,gcn,ig,0,k3,0.2917,0.2182,0.0953,0.0501,5.8925,7.6953,124.2969,104.4401,7.5156,1.1126
star,2.0,gcn,ig,0,k5,0.2375,0.1777,0.0953,0.0501,4.9763,6.6444,124.2969,104.4401,7.5156,1.1126
star,2.0,gcn,ig,0,oracle,0.1925,0.1374,0.0953,0.0501,4.1164,5.3793,124.2969,104.4401,7.5156,1.1126
star,2.0,gcn,ig,1,k1,0.192,0.3955,0.1093,0.0449,2.9425,7.0734,87.112,61.0974,7.28,0.8289
star,2.0,gcn,ig,1,k10,0.144,0.0807,0.1093,0.0449,1.9602,2.3978,87.112,61.0974,7.28,0.8289
star,2.0,gcn,ig,1,k20,0.1516,0.0622,0.1093,0.0449,1.8891,1.8372,87.112,61.0974,7.28,0.8289
star,2.0,gcn,ig,1,k3,0.232,0.1652,0.1093,0.0449,2.9223,3.0407,87.112,61.0974,7.28,0.8289
star,2.0,gcn,ig,1,k5,0.1792,0.0978,0.1093,0.0449,2.2918,2.5255,87.112,61.0974,7.28,0.8289
star,2.0,gcn,ig,1,oracle,0.1554,0.0875,0.1093,0.0449,2.0405,2.5339,87.112,61.0974,7.28,0.8289
star,2.0,gcn,random,0,k1,0.1094,0.3146,0.0953,0.0501,2.0406,6.7583,124.2969,104.4401,7.5156,1.1126
star,2.0,gcn,random,0,k10,0.1141,0.0889,0.0953,0.0501,1.3266,1.1396,124.2969,104.4401,7.5156,1.1126
star,2.0,gcn,random,0,k20,0.1062,0.0748,0.0953,0.0501,1.1598,0.7398,124.2969,104.4401,7.5156,1.1126
star,2.0,gcn,random,0,k3,0.1198,0.2089,0.0953,0.0501,1.4917,2.8384,124.2969,104.4401,7.5156,1.1126
star,2.0,gcn,random,0,k5,0.1094,0.133,0.0953,0.0501,1.3607,1.9869,124.2969,104.4401,7.5156,1.1126
star,2.0,gcn,random,0,oracle,0.1214,0.1206,0.0953,0.0501,1.3809,1.4182,124.2969,104.4401,7.5156,1.1126
star,2.0,gcn,random,1,k1,0.096,0.2958,0.1093,0.0449,0.9538,3.4617,87.112,61.0974,7.28,0.8289
star,2.0,gcn,random,1,k10,0.1136,0.0962,0.1093,0.0449,1.1175,1.0507,87.112,61.0974,7.28,0.8289
star,2.0,gcn,random,1,k20,0.116,0.0692,0.1093,0.0449,1.0973,0.6511,87.112,61.0974,7.28,0.8289
star,2.0,gcn,random,1,k3,0.104,0.1817,0.1093,0.0449,0.9898,1.8813,87.112,61.0974,7.28,0.8289
star,2.0,gcn,random,1,k5,0.1184,0.1393,0.1093,0.0449,1.1349,1.553,87.112,61.0974,7.28,0.8289
star,2.0,gcn,random,1,oracle,0.1218,0.1218,0.1093,0.0449,1.1438,1.2573,87.112,61.0974,7.28,0.8289
star,2.0,sage,gnnexplainer,0,k1,0.1081,0.3126,0.0929,0.0483,1.937,6.094,123.2568,99.0164,7.6081,1.3014
star,2.0,sage,gnnexplainer,0,k10,0.1689,0.1158,0.0929,0.0483,2.4415,2.8241,123.2568,99.0164,7.6081,1.3014
star,2.0,sage,gnnexplainer,0,k20,0.1372,0.0614,0.0929,0.0483,1.9954,1.6908,123.2568,99.0164,7.6081,1.3014
star,2.0,sage,gnnexplainer,0,k3,0.1171,0.2022,0.0929,0.0483,1.7934,3.979,123.2568,99.0164,7.6081,1.3014
star,2.0,sage,gnnexplainer,0,k5,0.1378,0.1718,0.0929,0.0483,2.0184,3.4962,123.2568,99.0164,7.6081,1.3014
star,2.0,sage,gnnexplainer,0,oracle,0.1644,0.1388,0.0929,0.0483,2.3796,2.8986,123.2568,99.0164,7.6081,1.3014
star,2.0,sage,gnnexplainer,1,k1,0.072,0.2595,0.1084,0.0437,1.1259,4.9431,90.352,68.9108,7.32,0.7992
star,2.0,sage,gnnexplainer,1,k10,0.172,0.0938,0.1084,0.0437,2.1186,2.1812,90.352,68.9108,7.32,0.7992
star,2.0,sage,gnnexplainer,1,k20,0.1344,0.0607,0.1084,0.0437,1.6236,1.3886,90.352,68.9108,7.32,0.7992
star,2.0,sage,gnnexplainer,1,k3,0.136,0.199,0.1084,0.0437,1.5216,2.6121,90.352,68.9108,7.32,0.7992
star,2.0,sage,gnnexplainer,1,k5,0.1632,0.1594,0.1084,0.0437,2.0053,2.7324,90.352,68.9108,7.32,0.7992
star,2.0,sage,gnnexplainer,1,oracle,0.1705,0.1245,0.1084,0.0437,2.1347,2.5981,90.352,68.9108,7.32,0.7992
star,2.0,sage,grad,0,k1,0.3514,0.4807,0.0929,0.0483,5.1772,9.7119,123.2568,99.0164,7.6081,1.3014
star,2.0,sage,grad,0,k10,0.173,0.1102,0.0929,0.0483,3.3837,4.2731,123.2568,99.0164,7.6081,1.3014
star,2.0,sage,grad,0,k20,0.173,0.0773,0.0929,0.0483,3.1124,3.2986,123.2568,99.0164,7.6081,1.3014
star,2.0,sage,grad,0,k3,0.2883,0.1937,0.0929,0.0483,5.0027,6.5321,123.2568,99.0164,7.6081,1.3014
star,2.0,sage,grad,0,k5,0.227,0.1253,0.0929,0.0483,4.2484,5.0296,123.2568,99.0164,7.6081,1.3014
star,2.0,sage,grad,0,oracle,0.1918,0.1216,0.0929,0.0483,3.7538,4.779,123.2568,99.0164,7.6081,1.3014
star,2.0,sage,grad,1,k1,0.328,0.4714,0.1084,0.0437,3.4604,6.4353,90.352,68.9108,7.32,0.7992
star,2.0,sage,grad,1,k10,0.1232,0.0784,0.1084,0.0437,1.8368,3.0226,90.352,68.9108,7.32,0.7992
star,2.0,sage,grad,1,k20,0.1532,0.0662,0.1084,0.0437,2.0079,2.3255,90.352,68.9108,7.32,0.7992
star,2.0,sage,grad,1,k3,0.264,0.1656,0.1084,0.0437,3.4933,4.6103,90.352,68.9108,7.32,0.7992
star,2.0,sage,grad,1,k5,0.1936,0.0878,0.1084,0.0437,2.5826,3.3463,90.352,68.9108,7.32,0.7992
star,2.0,sage,grad,1,oracle,0.1474,0.0691,0.1084,0.0437,2.0478,2.8945,90.352,68.9108,7.32,0.7992
star,2.0,sage,ig,0,k1,0.3514,0.4807,0.0929,0.0483,5.1772,9.7119,123.2568,99.0164,7.6081,1.3014
star,2.0,sage,ig,0,k10,0.173,0.1102,0.0929,0.0483,3.3837,4.2731,123.2568,99.0164,7.6081,1.3014
star,2.0,sage,ig,0,k20,0.173,0.0773,0.0929,0.0483,3.1124,3.2986,123.2568,99.0164,7.6081,1.3014
star,2.0,sage,ig,0,k3,0.2883,0.1937,0.0929,0.0483,5.0027,6.5321,123.2568,99.0164,7.6081,1.3014
star,2.0,sage,ig,0,k5,0.227,0.1253,0.0929,0.0483,4.2484,5.0296,123.2568,99.0164,7.6081,1.3014
star,2.0,sage,ig,0,oracle,0.1918,0.1216,0.0929,0.0483,3.7538,4.779,123.2568,99.0164,7.6081,1.3014
star,2.0,sage,ig,1,k1,0.328,0.4714,0.1084,0.0437,3.4604,6.4353,90.352,68.9108,7.32,0.7992
star,2.0,sage,ig,1,k10,0.1232,0.0784,0.1084,0.0437,1.8368,3.0226,90.352,68.9108,7.32,0.7992
star,2.0,sage,ig,1,k20,0.1532,0.0662,0.1084,0.0437,2.0079,2.3255,90.352,68.9108,7.32,0.7992
star,2.0,sage,ig,1,k3,0.264,0.1656,0.1084,0.0437,3.4933,4.6103,90.352,68.9108,7.32,0.7992
star,2.0,sage,ig,1,k5,0.1936,0.0878,0.1084,0.0437,2.5826,3.3463,90.352,68.9108,7.32,0.7992
star,2.0,sage,ig,1,oracle,0.1474,0.0691,0.1084,0.0437,2.0478,2.8945,90.352,68.9108,7.32,0.7992
star,2.0,sage,random,0,k1,0.1081,0.3126,0.0929,0.0483,1.7974,6.0821,123.2568,99.0164,7.6081,1.3014
star,2.0,sage,random,0,k10,0.1135,0.0865,0.0929,0.0483,1.4067,1.1717,123.2568,99.0164,7.6081,1.3014
star,2.0,sage,random,0,k20,0.1054,0.0715,0.0929,0.0483,1.1704,0.6558,123.2568,99.0164,7.6081,1.3014
star,2.0,sage,random,0,k3,0.1171,0.2022,0.0929,0.0483,1.4372,2.7229,123.2568,99.0164,7.6081,1.3014
star,2.0,sage,random,0,k5,0.1243,0.1432,0.0929,0.0483,1.5094,2.1017,123.2568,99.0164,7.6081,1.3014
star,2.0,sage,random,0,oracle,0.1217,0.1187,0.0929,0.0483,1.4119,1.3888,123.2568,99.0164,7.6081,1.3014
star,2.0,sage,random,1,k1,0.104,0.3065,0.1084,0.0437,1.1982,4.1382,90.352,68.9108,7.32,0.7992
star,2.0,sage,random,1,k10,0.1232,0.1017,0.1084,0.0437,1.1612,1.0226,90.352,68.9108,7.32,0.7992
star,2.0,sage,random,1,k20,0.12,0.0727,0.1084,0.0437,1.1219,0.6861,90.352,68.9108,7.32,0.7992
star,2.0,sage,random,1,k3,0.1173,0.1905,0.1084,0.0437,1.124,1.9976,90.352,68.9108,7.32,0.7992
star,2.0,sage,random,1,k5,0.1168,0.1348,0.1084,0.0437,1.0801,1.3715,90.352,68.9108,7.32,0.7992
star,2.0,sage,random,1,oracle,0.1249,0.1236,0.1084,0.0437,1.1458,1.2326,90.352,68.9108,7.32,0.7992
